RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
210440640022001,School,Cypress Elem School,Cypress SD 64,ELEMENTARY,26.8,15.0,7.1,4.0
210610010262001,School,Jefferson Elem School,Massac UD 1,ELEMENTARY,53.1,34.0,46.9,30.0
210610010262002,School,Franklin Elem School,Massac UD 1,ELEMENTARY,67.9,72.0,57.5,61.0
210610010262003,School,Metropolis Elem School,Massac UD 1,ELEMENTARY,29.7,76.0,29.6,76.0
210610010262006,School,Unity Elem School,Massac UD 1,ELEMENTARY,48.0,47.0,54.1,53.0
210610010262010,School,Brookport Elementary School,Massac UD 1,ELEMENTARY,32.6,29.0,38.2,34.0
210610380262001,School,Maple Grove Elem School,Joppa-Maple Grove UD 38,ELEMENTARY,37.2,29.0,42.3,33.0
211000010262002,School,Washington Middle School,Johnston City CUSD 1,ELEMENTARY,20.3,64.0,16.8,53.0
211000010262003,School,Jefferson Elem School,Johnston City CUSD 1,ELEMENTARY,,,,
211000010262004,School,Lincoln Elem School,Johnston City CUSD 1,ELEMENTARY,17.9,28.0,32.7,51.0
211000020262003,School,Adams School,Marion CUSD 2,ELEMENTARY,51.0,77.0,32.5,49.0
211000020262004,School,Jefferson Elem School,Marion CUSD 2,ELEMENTARY,30.5,39.0,33.6,43.0
211000020262005,School,Lincoln Elem School,Marion CUSD 2,ELEMENTARY,40.2,111.0,39.1,108.0
211000020262007,School,Longfellow Elem School,Marion CUSD 2,ELEMENTARY,54.4,68.0,49.2,61.0
211000020262010,School,Washington Elem School,Marion CUSD 2,ELEMENTARY,53.0,142.0,49.3,132.0
211000030262001,School,Crab Orchard Elementary School,Crab Orchard CUSD 3,ELEMENTARY,25.7,58.0,19.0,43.0
211000040262008,School,North Side Primary Center,Herrin CUSD 4,ELEMENTARY,,,,
211000040262010,School,Herrin C U S D 4 Elem School,Herrin CUSD 4,ELEMENTARY,44.8,226.0,48.1,243.0
211000050262001,School,Tri-C Elementary School,Carterville CUSD 5,ELEMENTARY,55.9,100.0,54.5,97.0
211000050262006,School,Carterville Intermediate Sch,Carterville CUSD 5,ELEMENTARY,59.2,299.0,43.0,217.0
240320010262003,School,Coal City Elem School,Coal City CUSD 1,ELEMENTARY,43.8,70.0,43.8,70.0
240320010262004,School,Coal City Intermediate School,Coal City CUSD 1,ELEMENTARY,61.5,201.0,51.5,168.0
240320010262005,School,Coal City Early Childhood Center,Coal City CUSD 1,ELEMENTARY,,,,
24032002C022001,School,Mazon-Verona-Kinsman Elem School,Mazon-Verona-Kinsman ESD 2C,ELEMENTARY,54.8,34.0,45.2,28.0
24032024C042001,School,Nettle Creek Elem School,Nettle Creek CCSD 24C,ELEMENTARY,66.2,43.0,47.7,31.0
240320540022004,School,White Oak Elementary,Morris SD 54,ELEMENTARY,31.6,114.0,22.4,81.0
24032060C042001,School,Saratoga Elem School,Saratoga CCSD 60C,ELEMENTARY,65.0,329.0,51.3,259.0
24032072C042001,School,Gardner Elem School,Gardner CCSD 72C,ELEMENTARY,40.0,48.0,36.7,44.0
240320740032001,School,South Wilmington Grade School,South Wilmington CCSD 74,ELEMENTARY,46.8,29.0,43.5,27.0
240320750022001,School,Braceville Elem School,Braceville SD 75,ELEMENTARY,36.7,22.0,26.7,16.0
240322010042001,School,Minooka Elem School,Minooka CCSD 201,ELEMENTARY,26.5,66.0,18.9,47.0
240322010042002,School,Minooka Intermediate School,Minooka CCSD 201,ELEMENTARY,39.8,431.0,25.8,279.0
240322010042003,School,Walnut Trails Elem School,Minooka CCSD 201,ELEMENTARY,49.6,117.0,48.7,115.0
240322010042004,School,Aux Sable,Minooka CCSD 201,ELEMENTARY,28.8,84.0,26.7,78.0
240322010042005,School,Jones Elementary School,Minooka CCSD 201,ELEMENTARY,32.5,78.0,37.9,91.0
240470660042001,School,Newark Elem School,Newark CCSD 66,ELEMENTARY,54.7,35.0,42.2,27.0
240470880262002,School,P H Miller Elem School,Plano CUSD 88,ELEMENTARY,,,,
240470880262003,School,Centennial Elem School,Plano CUSD 88,ELEMENTARY,14.2,20.0,24.1,34.0
240470880262004,School,Emily G Johns School,Plano CUSD 88,ELEMENTARY,30.6,163.0,28.6,152.0
240470900042001,School,Lisbon Grade School,Lisbon CCSD 90,ELEMENTARY,78.3,54.0,73.9,51.0
240471150262002,School,Circle Center Grade School,Yorkville CUSD 115,ELEMENTARY,43.7,55.0,61.1,77.0
240471150262003,School,Yorkville Grade School,Yorkville CUSD 115,ELEMENTARY,46.9,23.0,57.1,28.0
240471150262004,School,Bristol Grade School,Yorkville CUSD 115,ELEMENTARY,30.8,16.0,42.3,22.0
240471150262005,School,Yorkville Intermediate School,Yorkville CUSD 115,ELEMENTARY,46.8,297.0,33.7,212.0
240471150262007,School,Grande Reserve Elem Sch,Yorkville CUSD 115,ELEMENTARY,65.2,232.0,46.9,166.0
240471150262008,School,Bristol Bay Elem Sch,Yorkville CUSD 115,ELEMENTARY,49.5,165.0,40.4,134.0
240471150262009,School,Autumn Creek Elem Sch,Yorkville CUSD 115,ELEMENTARY,43.6,173.0,31.5,125.0
240473080262004,School,Boulder Hill Elem School,CUSD 308,ELEMENTARY,25.0,73.0,20.5,60.0
240473080262005,School,Long Beach Elem School,CUSD 308,ELEMENTARY,26.8,68.0,27.2,69.0
240473080262006,School,Old Post Elementary School,CUSD 308,ELEMENTARY,40.8,93.0,36.7,84.0
240473080262007,School,The Wheatlands Elementary School,CUSD 308,ELEMENTARY,47.3,148.0,49.5,155.0
240473080262008,School,Fox Chase Elementary School,CUSD 308,ELEMENTARY,32.9,95.0,38.3,111.0
240473080262009,School,Homestead Elementary School,CUSD 308,ELEMENTARY,50.3,172.0,45.9,157.0
240473080262010,School,Lakewood Creek Elementary,CUSD 308,ELEMENTARY,28.0,116.0,38.4,159.0
240473080262011,School,Prairie Point Elem School,CUSD 308,ELEMENTARY,46.5,121.0,47.7,123.0
240473080262012,School,Churchill Elem School,CUSD 308,ELEMENTARY,44.2,138.0,45.8,143.0
240473080262013,School,Wolfs Crossing Elem School,CUSD 308,ELEMENTARY,59.3,175.0,53.0,157.0
240473080262014,School,Grande Park Elem Sch,CUSD 308,ELEMENTARY,56.2,172.0,48.0,147.0
240473080262015,School,Southbury Elem School,CUSD 308,ELEMENTARY,41.8,124.0,45.3,135.0
240473080262016,School,Hunt Club Elem,CUSD 308,ELEMENTARY,27.8,98.0,37.8,133.0
260290010262001,School,Astoria Elem School,Astoria CUSD 1,ELEMENTARY,31.9,22.0,13.0,9.0
260290020262006,School,V I T Elementary School,V I T CUSD 2,ELEMENTARY,16.4,12.0,12.5,9.0
260290030262003,School,Cuba Elem School,CUSD 3 Fulton County,ELEMENTARY,45.0,36.0,42.5,34.0
260290040262005,School,Spoon River Valley Elem School,Spoon River Valley CUSD 4,ELEMENTARY,44.2,38.0,43.0,37.0
260290660252003,School,Westview Elementary School,Canton Union SD 66,ELEMENTARY,23.9,32.0,32.8,44.0
260290660252008,School,Lincoln Elementary School,Canton Union SD 66,ELEMENTARY,38.7,29.0,28.0,21.0
260290660252009,School,Eastview Elementary School,Canton Union SD 66,ELEMENTARY,39.1,45.0,28.7,33.0
260290970262002,School,Central Elem School,Lewistown CUSD 97,ELEMENTARY,20.0,37.0,17.3,32.0
260343160262003,School,Warsaw Elem School,Warsaw CUSD 316,ELEMENTARY,37.0,40.0,29.6,32.0
260343170042005,School,Carthage Primary School,Carthage ESD 317,ELEMENTARY,51.0,51.0,38.0,38.0
260343250262002,School,Nauvoo Elem School,Nauvoo-Colusa CUSD 325,ELEMENTARY,24.9,46.0,15.7,29.0
260343270042002,School,Dallas City Elem School,Dallas ESD 327,ELEMENTARY,23.3,27.0,18.3,21.0
260343280242004,School,Hamilton Elementary School,Hamilton CCSD 328,ELEMENTARY,56.8,108.0,38.9,74.0
260343370262006,School,Southeastern Elementary School,Southeastern CUSD 337,ELEMENTARY,48.0,60.0,32.8,41.0
260343470042005,School,La Harpe Elementary School,La Harpe CSD 347,ELEMENTARY,28.6,18.0,25.4,16.0
260621030262001,School,West Prairie North Elementary,West Prairie CUSD 103,ELEMENTARY,34.1,15.0,36.4,16.0
260621030262002,School,West Prairie South Elementary,West Prairie CUSD 103,ELEMENTARY,36.0,18.0,30.0,15.0
260621700262003,School,Bushnell-Prairie City Elem Sch,Bushnell Prairie City CUSD 170,ELEMENTARY,14.4,18.0,10.4,13.0
260621850262004,School,Lincoln Elem School,Macomb CUSD 185,ELEMENTARY,10.7,16.0,24.8,37.0
260621850262008,School,Edison Elementary School,Macomb CUSD 185,ELEMENTARY,34.5,152.0,23.4,103.0
260850050262001,School,Washington Elem School,Schuyler-Industry CUSD 5,ELEMENTARY,,,,
260850050262002,School,Webster Elem School,Schuyler-Industry CUSD 5,ELEMENTARY,26.6,37.0,27.3,38.0
260850050262004,School,Schuyler Industry Middle School,Schuyler-Industry CUSD 5,ELEMENTARY,23.4,70.0,18.7,56.0
280060170042001,School,Ohio Com Cons Grade School,Ohio CCSD 17,ELEMENTARY,42.6,20.0,44.7,21.0
280060840042001,School,Malden Grade School,Malden CCSD 84,ELEMENTARY,31.0,18.0,20.7,12.0
280060940042001,School,Ladd Comm Cons Sch,Ladd CCSD 94,ELEMENTARY,33.1,39.0,25.6,30.0
280060980022001,School,Dalzell Grade School,Dalzell SD 98,ELEMENTARY,62.9,22.0,48.6,17.0
280060990042002,School,John F Kennedy Elem School,Spring Valley CCSD 99,ELEMENTARY,31.1,122.0,22.7,89.0
280061030222001,School,DePue Elem School,DePue USD 103,ELEMENTARY,28.4,48.0,9.5,16.0
280061150022004,School,Lincoln Elem School,Princeton ESD 115,ELEMENTARY,48.4,108.0,35.4,79.0
280061150022005,School,Jefferson Elem School,Princeton ESD 115,ELEMENTARY,,,,
280061150022007,School,Douglas Elementary School,Princeton ESD 115,ELEMENTARY,,,,
280063030262003,School,Van Orin Elem School,La Moille CUSD 303,ELEMENTARY,10.0,1.0,10.0,1.0
280063030262004,School,Allen Junior High School,La Moille CUSD 303,ELEMENTARY,12.5,11.0,18.2,16.0
280063400262001,School,Bureau Valley North,Bureau Valley CUSD 340,ELEMENTARY,26.2,64.0,21.7,53.0
280063400262005,School,Bureau Valley Elemntry-Wyanet,Bureau Valley CUSD 340,ELEMENTARY,,,,
280371900022001,School,Colona Grade School,Colona SD 190,ELEMENTARY,18.4,49.0,12.0,32.0
280372230262002,School,C R Hanna Elem School,Orion CUSD 223,ELEMENTARY,39.9,87.0,47.7,104.0
280372240262004,School,Galva Elem School,Galva CUSD 224,ELEMENTARY,24.5,36.0,27.9,41.0
280372250262003,School,AlWood Elem School,AlWood CUSD 225,ELEMENTARY,34.0,35.0,19.4,20.0
280372260262002,School,Annawan Grade School,Annawan CUSD 226,ELEMENTARY,36.2,54.0,28.2,42.0
280372270262001,School,Cambridge Comm Grade School,Cambridge CUSD 227,ELEMENTARY,30.3,30.0,33.3,33.0
280372280262003,School,Millikin Elem School,Geneseo CUSD 228,ELEMENTARY,30.8,66.0,27.6,59.0
280372280262004,School,Northside Elem School,Geneseo CUSD 228,ELEMENTARY,32.9,47.0,36.8,53.0
280372280262005,School,Southwest Elem School,Geneseo CUSD 228,ELEMENTARY,33.9,60.0,31.6,56.0
280372290262002,School,Central Elem,Kewanee CUSD 229,ELEMENTARY,27.9,112.0,15.8,63.0
280372290262004,School,Belle Alexander Elem School,Kewanee CUSD 229,ELEMENTARY,,,,
280372290262005,School,Irving Elem School,Kewanee CUSD 229,ELEMENTARY,20.7,25.0,24.8,30.0
280372290262007,School,Neponset Grade School,Kewanee CUSD 229,ELEMENTARY,42.5,34.0,22.5,18.0
280372300262001,School,Wethersfield Elem School,Wethersfield CUSD 230,ELEMENTARY,43.8,70.0,30.0,48.0
280880010262001,School,Bradford Grade School,Bradford CUSD 1,ELEMENTARY,53.3,24.0,37.8,17.0
280881000262002,School,Stark County Elem Sch,Stark County CUSD 100,ELEMENTARY,33.8,49.0,28.3,41.0
300020010222004,School,Cairo Elementary School,Cairo USD 1,ELEMENTARY,2.5,2.0,3.8,3.0
300020050262002,School,Egyptian Elem School,Egyptian CUSD 5,ELEMENTARY,15.0,12.0,15.0,12.0
300390860032001,School,DeSoto Elementary School,DeSoto Cons SD 86,ELEMENTARY,23.4,33.0,24.1,34.0
300390950022003,School,Thomas Elementary School,Carbondale ESD 95,ELEMENTARY,15.4,26.0,22.0,37.0
300390950022005,School,Parrish Elem School,Carbondale ESD 95,ELEMENTARY,,,,
300390950022008,School,Lewis School,Carbondale ESD 95,ELEMENTARY,27.9,91.0,17.8,58.0
300391300042001,School,Giant City Elem School,Giant City CCSD 130,ELEMENTARY,74.5,114.0,56.2,86.0
300391400042001,School,Unity Point Elem School,Unity Point CCSD 140,ELEMENTARY,54.3,190.0,34.6,121.0
300391760262008,School,Trico Elementary School,Trico CUSD 176,ELEMENTARY,23.7,49.0,25.7,53.0
300391860262009,School,Carruthers Elementary School,Murphysboro CUSD 186,ELEMENTARY,19.0,82.0,21.5,93.0
300391860262010,School,Gen John A Logan Attendance Cntr,Murphysboro CUSD 186,ELEMENTARY,,,,
300391960262003,School,Elverado Primary School,Elverado CUSD 196,ELEMENTARY,,,,
300391960262004,School,Elverado Intermediate School,Elverado CUSD 196,ELEMENTARY,25.3,20.0,29.1,23.0
300730050022001,School,Tamaroa Elem School,Tamaroa School Dist 5,ELEMENTARY,45.3,29.0,28.1,18.0
300730500022001,School,Pinckneyville Elem School,Pinckneyville SD 50,ELEMENTARY,41.0,43.0,58.5,62.0
300730500022002,School,Pinckneyville Middle School,Pinckneyville SD 50,ELEMENTARY,53.7,131.0,31.0,76.0
300732040042001,School,Community Cons School,CCSD 204,ELEMENTARY,23.1,24.0,20.2,21.0
300733000262002,School,Du Quoin  Middle School,Du Quoin CUSD 300,ELEMENTARY,42.8,190.0,18.9,84.0
300733000262003,School,Du Quoin  Elementary School,Du Quoin CUSD 300,ELEMENTARY,34.3,71.0,34.3,71.0
300771000262004,School,Century Elementary School,Century CUSD 100,ELEMENTARY,12.5,8.0,10.9,7.0
300771010262005,School,Meridian Elementary School,Meridian CUSD 101,ELEMENTARY,16.4,36.0,13.2,29.0
300910160042001,School,Lick Creek Elem School,Lick Creek CCSD 16,ELEMENTARY,32.6,28.0,29.1,25.0
300910170222002,School,Cobden Elem School,Cobden SUD 17,ELEMENTARY,34.1,30.0,22.7,20.0
300910370042002,School,Davie Elem School,Anna CCSD 37,ELEMENTARY,25.9,37.0,19.6,28.0
300910370042003,School,Lincoln Elem School,Anna CCSD 37,ELEMENTARY,,,,
300910430042001,School,Jonesboro Elem School,County of Union Sch Dist No43,ELEMENTARY,57.1,144.0,37.2,94.0
300910660222001,School,Dongola Elementary School,Dongola USD 66,ELEMENTARY,17.6,12.0,7.4,5.0
300910840262005,School,Shawnee Elementary School,Shawnee CUSD 84,ELEMENTARY,11.9,7.0,16.9,10.0
310450460222006,School,Lincoln Elementary School,SD U-46,ELEMENTARY,40.5,98.0,32.5,78.0
310450460222007,School,Hilltop Elementary School,SD U-46,ELEMENTARY,38.5,140.0,36.5,133.0
310450460222008,School,Timber Trails Elementary School,SD U-46,ELEMENTARY,37.0,100.0,41.1,111.0
310450460222009,School,Bartlett Elem School,SD U-46,ELEMENTARY,46.2,165.0,37.5,134.0
310450460222010,School,Century Oaks Elem School,SD U-46,ELEMENTARY,14.6,45.0,13.0,40.0
310450460222011,School,Channing Memorial Elem School,SD U-46,ELEMENTARY,19.3,45.0,20.6,48.0
310450460222012,School,Clinton Elem School,SD U-46,ELEMENTARY,27.6,85.0,29.5,91.0
310450460222013,School,Coleman Elem School,SD U-46,ELEMENTARY,19.9,83.0,17.9,75.0
310450460222015,School,Garfield Elem School,SD U-46,ELEMENTARY,12.0,21.0,11.4,20.0
310450460222016,School,Harriet Gifford Elem School,SD U-46,ELEMENTARY,12.1,31.0,15.3,39.0
310450460222017,School,Glenbrook Elem School,SD U-46,ELEMENTARY,31.0,78.0,35.0,89.0
310450460222019,School,Hanover Countryside Elem School,SD U-46,ELEMENTARY,27.1,70.0,25.3,65.0
310450460222020,School,Highland Elem School,SD U-46,ELEMENTARY,12.8,45.0,11.4,40.0
310450460222021,School,Hillcrest Elem School,SD U-46,ELEMENTARY,13.8,43.0,14.8,46.0
310450460222022,School,Huff Elem School,SD U-46,ELEMENTARY,13.5,49.0,16.2,59.0
310450460222024,School,Laurel Hill Elem School,SD U-46,ELEMENTARY,13.6,39.0,23.7,68.0
310450460222025,School,Lowrie Elem School,SD U-46,ELEMENTARY,10.5,25.0,11.4,27.0
310450460222026,School,McKinley Elem School,SD U-46,ELEMENTARY,11.5,28.0,16.5,40.0
310450460222027,School,Oakhill Elem School,SD U-46,ELEMENTARY,27.2,70.0,18.7,48.0
310450460222028,School,Ontarioville Elem School,SD U-46,ELEMENTARY,20.1,66.0,23.1,76.0
310450460222029,School,Parkwood Elem School,SD U-46,ELEMENTARY,16.9,42.0,19.7,49.0
310450460222031,School,Ridge Circle Elem School,SD U-46,ELEMENTARY,19.8,48.0,26.7,65.0
310450460222032,School,Ronald D O Neal,SD U-46,ELEMENTARY,4.1,12.0,6.5,19.0
310450460222034,School,Sunnydale Elem School,SD U-46,ELEMENTARY,24.5,51.0,30.3,63.0
310450460222036,School,Washington Elem School,SD U-46,ELEMENTARY,15.9,36.0,16.9,38.0
310450460222037,School,Wayne Elem School,SD U-46,ELEMENTARY,45.7,105.0,53.5,123.0
310450460222038,School,Willard Elem School,SD U-46,ELEMENTARY,20.5,49.0,18.0,43.0
310450460222042,School,Heritage Elem School,SD U-46,ELEMENTARY,16.8,44.0,14.5,38.0
310450460222043,School,Horizon Elem School,SD U-46,ELEMENTARY,23.7,66.0,29.0,81.0
310450460222044,School,Lords Park Elem School,SD U-46,ELEMENTARY,16.2,74.0,21.2,97.0
310450460222047,School,Centennial School,SD U-46,ELEMENTARY,60.9,140.0,62.6,144.0
310450460222048,School,Prairieview Elementary School,SD U-46,ELEMENTARY,47.5,95.0,58.5,117.0
310450460222049,School,Sycamore Trails Elementary School,SD U-46,ELEMENTARY,31.8,68.0,37.9,81.0
310450460222050,School,Fox Meadow Elementary School,SD U-46,ELEMENTARY,32.8,128.0,33.6,131.0
310450460222051,School,Spring Trail Elementary School,SD U-46,ELEMENTARY,47.1,104.0,52.9,117.0
310450460222052,School,Creekside Elem,SD U-46,ELEMENTARY,12.1,36.0,9.7,29.0
310450460222053,School,Nature Ridge Elem School,SD U-46,ELEMENTARY,39.9,115.0,44.8,129.0
310450460222054,School,Liberty Elem School,SD U-46,ELEMENTARY,42.5,119.0,48.9,137.0
310450460222055,School,Hawk Hollow Elem School,SD U-46,ELEMENTARY,31.6,74.0,37.6,88.0
310450460222056,School,Otter Creek Elem School,SD U-46,ELEMENTARY,21.9,59.0,24.2,65.0
310451010222003,School,Alice Gustafson Elem School,Batavia USD 101,ELEMENTARY,43.8,89.0,44.8,91.0
310451010222005,School,J B Nelson Elem School,Batavia USD 101,ELEMENTARY,38.0,90.0,41.4,98.0
310451010222006,School,Louise White Elem School,Batavia USD 101,ELEMENTARY,46.0,86.0,58.3,109.0
310451010222007,School,H C Storm Elem School,Batavia USD 101,ELEMENTARY,40.0,84.0,42.3,88.0
310451010222009,School,Grace McWayne Elementary School,Batavia USD 101,ELEMENTARY,45.7,79.0,55.5,96.0
310451010222010,School,Hoover Wood Elem School,Batavia USD 101,ELEMENTARY,45.4,74.0,45.4,74.0
310451290222005,School,Freeman Elem School,Aurora West USD 129,ELEMENTARY,35.1,102.0,28.5,83.0
310451290222006,School,Goodwin Elem School,Aurora West USD 129,ELEMENTARY,42.0,68.0,39.5,64.0
310451290222007,School,Greenman Elem School,Aurora West USD 129,ELEMENTARY,16.2,50.0,20.8,64.0
310451290222008,School,Hall Elem School,Aurora West USD 129,ELEMENTARY,19.1,53.0,15.2,42.0
310451290222009,School,Hill Elem School,Aurora West USD 129,ELEMENTARY,15.0,48.0,14.0,45.0
310451290222011,School,McCleery Elem School,Aurora West USD 129,ELEMENTARY,18.4,54.0,19.8,58.0
310451290222012,School,Nicholson Elem School,Aurora West USD 129,ELEMENTARY,22.1,33.0,10.8,16.0
310451290222014,School,Schneider Elem School,Aurora West USD 129,ELEMENTARY,17.9,39.0,19.3,42.0
310451290222015,School,Smith Elem School,Aurora West USD 129,ELEMENTARY,19.7,43.0,17.4,38.0
310451290222017,School,Fearn Elementary School,Aurora West USD 129,ELEMENTARY,35.7,101.0,45.7,129.0
310451310222004,School,Olney C Allen Elem School,Aurora East USD 131,ELEMENTARY,20.2,81.0,13.7,55.0
310451310222005,School,C M Bardwell Elem School,Aurora East USD 131,ELEMENTARY,18.5,84.0,9.3,42.0
310451310222006,School,W S Beaupre Elem School,Aurora East USD 131,ELEMENTARY,19.7,24.0,13.9,17.0
310451310222007,School,L D Brady Elem School,Aurora East USD 131,ELEMENTARY,18.5,37.0,10.1,20.0
310451310222008,School,G N Dieterich Elem School,Aurora East USD 131,ELEMENTARY,18.9,59.0,13.5,42.0
310451310222009,School,John Gates Elem School,Aurora East USD 131,ELEMENTARY,13.0,36.0,11.6,32.0
310451310222010,School,Nicholas A Hermes Elem School,Aurora East USD 131,ELEMENTARY,14.3,48.0,10.1,34.0
310451310222011,School,C I Johnson Elem School,Aurora East USD 131,ELEMENTARY,10.2,15.0,15.0,22.0
310451310222012,School,Rose E Krug Elem School,Aurora East USD 131,ELEMENTARY,7.2,11.0,12.5,19.0
310451310222013,School,Oak Park Elem School,Aurora East USD 131,ELEMENTARY,15.2,30.0,5.6,11.0
310451310222014,School,Mabel O Donnell Elem School,Aurora East USD 131,ELEMENTARY,13.4,24.0,8.4,15.0
310451310222015,School,Edna Rollins Elem School,Aurora East USD 131,ELEMENTARY,11.3,22.0,8.2,16.0
310451310222016,School,Fred Rodgers Magnet Acad,Aurora East USD 131,ELEMENTARY,59.8,259.0,56.6,245.0
310451310222017,School,Benavides Steam Academy,Aurora East USD 131,ELEMENTARY,,,,
310453000262001,School,Algonquin Lakes Elem Sch,CUSD 300,ELEMENTARY,48.0,110.0,53.7,123.0
310453000262002,School,Liberty Elementary School,CUSD 300,ELEMENTARY,36.4,145.0,44.5,177.0
310453000262003,School,Lincoln Prairie Elem School,CUSD 300,ELEMENTARY,35.4,80.0,42.7,96.0
310453000262009,School,Dundee Highlands Elem School,CUSD 300,ELEMENTARY,45.5,87.0,46.6,89.0
310453000262010,School,Eastview Elem School,CUSD 300,ELEMENTARY,60.3,123.0,53.9,110.0
310453000262012,School,Golfview Elem School,CUSD 300,ELEMENTARY,13.3,39.0,17.4,51.0
310453000262013,School,Hampshire Elem School,CUSD 300,ELEMENTARY,40.2,88.0,45.7,100.0
310453000262015,School,Lake in the Hills Elem School,CUSD 300,ELEMENTARY,39.3,97.0,44.0,109.0
310453000262016,School,Meadowdale Elem School,CUSD 300,ELEMENTARY,18.0,38.0,28.0,59.0
310453000262018,School,Parkview Elementary School,CUSD 300,ELEMENTARY,20.9,53.0,19.3,49.0
310453000262019,School,Sleepy Hollow Elem School,CUSD 300,ELEMENTARY,52.3,79.0,44.7,67.0
310453000262020,School,Kenneth E Neubert Elem School,CUSD 300,ELEMENTARY,47.9,102.0,50.2,107.0
310453000262021,School,Perry Elementary School,CUSD 300,ELEMENTARY,10.3,26.0,17.9,45.0
310453000262022,School,Lakewood School,CUSD 300,ELEMENTARY,15.5,44.0,17.3,49.0
310453000262023,School,Westfield Community School,CUSD 300,ELEMENTARY,48.0,548.0,46.5,530.0
310453000262025,School,Gary D Wright Elem Sch,CUSD 300,ELEMENTARY,39.5,158.0,39.0,156.0
310453000262026,School,Gilberts Elem Sch,CUSD 300,ELEMENTARY,42.7,163.0,44.8,171.0
310453010262003,School,Howard B Thomas Grade School,Central CUSD 301,ELEMENTARY,45.9,129.0,43.6,122.0
310453010262004,School,Lily Lake Grade School,Central CUSD 301,ELEMENTARY,63.3,81.0,51.6,66.0
310453010262006,School,Prairie View Grade School,Central CUSD 301,ELEMENTARY,61.0,183.0,58.7,176.0
310453010262007,School,Country Trails Elem,Central CUSD 301,ELEMENTARY,52.5,176.0,48.4,162.0
310453020262007,School,Kaneland John Shields Elem Sch,Kaneland CUSD 302,ELEMENTARY,46.3,118.0,37.8,96.0
310453020262008,School,Kaneland John Stewart Elem Sch,Kaneland CUSD 302,ELEMENTARY,27.4,62.0,31.0,70.0
310453020262009,School,Kaneland Blackberry Creek Elem,Kaneland CUSD 302,ELEMENTARY,42.9,97.0,35.4,80.0
310453020262010,School,Kaneland McDole Elem School,Kaneland CUSD 302,ELEMENTARY,34.0,82.0,29.2,70.0
310453030262001,School,Anderson Elem School,St Charles CUSD 303,ELEMENTARY,41.5,93.0,45.1,101.0
310453030262002,School,Davis Primary School,St Charles CUSD 303,ELEMENTARY,,,,
310453030262003,School,Lincoln Elem School,St Charles CUSD 303,ELEMENTARY,59.8,64.0,49.1,52.0
310453030262005,School,Munhall Elem School,St Charles CUSD 303,ELEMENTARY,63.1,157.0,49.4,123.0
310453030262006,School,Richmond Intermediate Sch,St Charles CUSD 303,ELEMENTARY,44.9,190.0,43.0,182.0
310453030262008,School,Wasco Elem School,St Charles CUSD 303,ELEMENTARY,55.3,105.0,58.2,110.0
310453030262009,School,Wild Rose Elem School,St Charles CUSD 303,ELEMENTARY,64.8,164.0,68.4,173.0
310453030262010,School,Ferson Creek School,St Charles CUSD 303,ELEMENTARY,59.0,124.0,53.8,113.0
310453030262012,School,Bell-Graham Elementary School,St Charles CUSD 303,ELEMENTARY,63.5,146.0,67.0,154.0
310453030262013,School,Corron Elementary School,St Charles CUSD 303,ELEMENTARY,50.8,127.0,63.6,159.0
310453030262014,School,Norton Creek Elementary School,St Charles CUSD 303,ELEMENTARY,61.6,157.0,64.8,166.0
310453040262001,School,Heartland Elementary School,Geneva CUSD 304,ELEMENTARY,49.8,114.0,41.0,94.0
310453040262003,School,Williamsburg Elem School,Geneva CUSD 304,ELEMENTARY,57.1,144.0,49.4,124.0
310453040262004,School,Harrison Street Elem School,Geneva CUSD 304,ELEMENTARY,34.2,63.0,34.2,63.0
310453040262006,School,Western Avenue Elem School,Geneva CUSD 304,ELEMENTARY,39.8,70.0,41.5,73.0
310453040262007,School,Mill Creek School,Geneva CUSD 304,ELEMENTARY,57.8,130.0,46.7,105.0
310453040262008,School,Fabyan Elementary School,Geneva CUSD 304,ELEMENTARY,64.7,86.0,58.6,78.0
320380030262002,School,Donovan Elem School,Donovan CUSD 3,ELEMENTARY,50.8,32.0,28.6,18.0
320380040262003,School,Chebanse Elem School,Central CUSD 4,ELEMENTARY,40.0,56.0,49.3,69.0
320380060262001,School,Cissna Park Elementary School,Cissna Park CUSD 6,ELEMENTARY,49.3,34.0,58.0,40.0
320380090262003,School,Wanda Kendall Elem School,Iroquois County CUSD 9,ELEMENTARY,38.3,54.0,39.7,56.0
320380090262004,School,Nettie Davis Elem School,Iroquois County CUSD 9,ELEMENTARY,,,,
320380100262002,School,Iroquois West Elem School/Gilman,Iroquois West CUSD 10,ELEMENTARY,65.7,44.0,50.7,34.0
320380100262003,School,Iroquois West Elem Sch/Danforth,Iroquois West CUSD 10,ELEMENTARY,,,,
320380100262004,School,Iroquois West Elem Sch/Thawville,Iroquois West CUSD 10,ELEMENTARY,38.7,46.0,34.7,41.0
320381240262001,School,Milford Grade School West Campus,Milford Area Public Schools District 124,ELEMENTARY,35.6,85.0,26.8,64.0
320382490262001,School,Crescent City Grade School,Crescent Iroquois CUSD 249,ELEMENTARY,51.1,24.0,29.8,14.0
320460010262004,School,Je-Neir Elem School,Momence CUSD 1,ELEMENTARY,19.6,28.0,11.9,17.0
