RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
320460020262002,School,Herscher Intermediate Sch,Herscher CUSD 2,ELEMENTARY,26.2,66.0,23.4,59.0
320460020262003,School,Limestone Middle Sch,Herscher CUSD 2,ELEMENTARY,51.3,258.0,32.2,162.0
320460020262004,School,Bonfield Grade School,Herscher CUSD 2,ELEMENTARY,,,,
320460050262003,School,Manteno Elem School,Manteno CUSD 5,ELEMENTARY,35.9,93.0,33.6,87.0
320460060262002,School,Grant Park Elem School,Grant Park CUSD 6,ELEMENTARY,46.7,93.0,46.7,93.0
320460530022002,School,Shabbona Elem School,Bourbonnais SD 53,ELEMENTARY,13.1,18.0,19.0,26.0
320460530022003,School,Alan B Shepard Elem School,Bourbonnais SD 53,ELEMENTARY,29.2,63.0,34.7,75.0
320460530022004,School,Noel Levasseur Elem School,Bourbonnais SD 53,ELEMENTARY,33.7,55.0,46.9,76.0
320460530022005,School,Liberty Intermediate School,Bourbonnais SD 53,ELEMENTARY,27.6,151.0,23.7,130.0
320460610022002,School,Bradley East Elem School,Bradley SD 61,ELEMENTARY,,,,
320460610022003,School,Bradley West Elem School,Bradley SD 61,ELEMENTARY,27.2,125.0,21.3,98.0
320461110252003,School,Edison Primary School,Kankakee SD 111,ELEMENTARY,2.8,4.0,5.5,8.0
320461110252009,School,Steuben Elementary School,Kankakee SD 111,ELEMENTARY,10.0,5.0,22.0,11.0
320461110252010,School,Taft Primary School,Kankakee SD 111,ELEMENTARY,26.9,7.0,26.9,7.0
320461110252011,School,Mark Twain Primary School,Kankakee SD 111,ELEMENTARY,5.6,1.0,11.1,2.0
320461110252013,School,Lincoln Cltrl Ctr-Montessori Elem,Kankakee SD 111,ELEMENTARY,34.7,86.0,26.2,65.0
320461110252015,School,John Kennedy Middle Grade School,Kankakee SD 111,ELEMENTARY,23.7,134.0,13.6,77.0
320461110252016,School,King Middle Grade School,Kankakee SD 111,ELEMENTARY,18.3,93.0,12.0,61.0
320462560042001,School,St Anne Elem School,St Anne CCSD 256,ELEMENTARY,34.5,76.0,23.2,51.0
320462580042001,School,St George Elem School,St George CCSD 258,ELEMENTARY,44.6,140.0,34.8,109.0
320462590042001,School,Lorenzo R Smith Elem School,Pembroke CCSD 259,ELEMENTARY,11.9,14.0,10.2,12.0
330362350262001,School,West Central Elementary School,West Central CUSD 235,ELEMENTARY,16.6,28.0,11.2,19.0
330482020262002,School,Mable Woolsey Elem School,Knoxville CUSD 202,ELEMENTARY,24.2,30.0,18.7,23.0
330482050262015,School,Silas Willard Elem School,Galesburg CUSD 205,ELEMENTARY,44.2,96.0,34.7,75.0
330482050262017,School,King School,Galesburg CUSD 205,ELEMENTARY,30.3,56.0,24.5,45.0
330482050262018,School,Gale School,Galesburg CUSD 205,ELEMENTARY,38.4,63.0,25.0,41.0
330482050262020,School,Nielson Elementary School,Galesburg CUSD 205,ELEMENTARY,17.6,36.0,15.6,32.0
330482050262021,School,Steele School,Galesburg CUSD 205,ELEMENTARY,28.3,53.0,15.1,28.0
330482080262001,School,R O W V A  Elem School,R O W V A CUSD 208,ELEMENTARY,41.1,65.0,24.7,39.0
330482100262003,School,Williamsfield Elem School,Williamsfield CUSD 210,ELEMENTARY,48.6,18.0,75.7,28.0
330482760262001,School,Hedding Grade Sch,Abingdon-Avon CUSD 276,ELEMENTARY,37.5,51.0,34.6,47.0
330482760262002,School,Avon Elem Sch,Abingdon-Avon CUSD 276,ELEMENTARY,27.6,16.0,22.4,13.0
330664040262001,School,Apollo Elem School,Mercer County School District 404,ELEMENTARY,35.8,49.0,26.3,36.0
330664040262002,School,New Boston Elem School,Mercer County School District 404,ELEMENTARY,30.4,17.0,23.2,13.0
330664040262003,School,Mercer County Intermediate School,Mercer County School District 404,ELEMENTARY,23.6,53.0,11.6,26.0
330942380262001,School,Harding Primary School,Monmouth-Roseville CUSD 238,ELEMENTARY,19.4,19.0,27.8,27.0
330942380262002,School,Lincoln Early Childhood School,Monmouth-Roseville CUSD 238,ELEMENTARY,,,,
330942380262005,School,Central Intermediate School,Monmouth-Roseville CUSD 238,ELEMENTARY,26.5,90.0,17.2,58.0
330943040262001,School,United Elem Sch - North,United CUSD 304,ELEMENTARY,26.1,31.0,27.7,33.0
330943040262002,School,United Elem Sch - West,United CUSD 304,ELEMENTARY,27.6,27.0,24.5,24.0
340490010022002,School,Westfield  School,Winthrop Harbor SD 1,ELEMENTARY,39.5,51.0,47.7,61.0
340490030042002,School,Oak Crest School,Beach Park CCSD 3,ELEMENTARY,28.0,33.0,21.2,25.0
340490030042004,School,Howe Elementary School,Beach Park CCSD 3,ELEMENTARY,11.5,25.0,12.4,27.0
340490030042005,School,Newport Elem School,Beach Park CCSD 3,ELEMENTARY,20.0,30.0,15.3,23.0
340490030042006,School,Kenneth Murphy School,Beach Park CCSD 3,ELEMENTARY,19.2,41.0,9.8,21.0
340490060022002,School,East Elementary School,Zion ESD 6,ELEMENTARY,17.6,18.0,4.9,5.0
340490060022005,School,Shiloh Park Elem School,Zion ESD 6,ELEMENTARY,12.9,35.0,4.7,13.0
340490060022006,School,West Elementary School,Zion ESD 6,ELEMENTARY,16.7,49.0,9.3,27.0
340490060022007,School,Beulah Park Elem School,Zion ESD 6,ELEMENTARY,23.6,55.0,8.2,19.0
340490060022008,School,Elmwood Elem School,Zion ESD 6,ELEMENTARY,21.9,43.0,13.8,27.0
340490240042001,School,Millburn Elem School,Millburn CCSD 24,ELEMENTARY,56.8,213.0,55.2,207.0
340490240042002,School,Millburn Middle School,Millburn CCSD 24,ELEMENTARY,58.9,256.0,56.3,245.0
340490330022001,School,Emmons Grade School,Emmons SD 33,ELEMENTARY,48.2,106.0,34.1,75.0
340490340042001,School,Antioch Elem School,Antioch CCSD 34,ELEMENTARY,35.5,91.0,46.5,119.0
340490340042004,School,Oakland Elementary School,Antioch CCSD 34,ELEMENTARY,38.5,111.0,49.0,141.0
340490340042005,School,W C Petty Elementary School,Antioch CCSD 34,ELEMENTARY,33.3,109.0,45.9,150.0
340490340042006,School,Hillcrest Elementary School,Antioch CCSD 34,ELEMENTARY,,,,
340490360022001,School,Grass Lake Elem School,Grass Lake SD 36,ELEMENTARY,31.3,35.0,23.2,26.0
340490370022003,School,Gavin Central Elementary School,Gavin SD 37,ELEMENTARY,36.5,61.0,32.3,54.0
340490380022001,School,Big Hollow Primary School,Big Hollow SD 38,ELEMENTARY,,,,
340490380022002,School,Big Hollow Elem School,Big Hollow SD 38,ELEMENTARY,27.8,112.0,41.9,169.0
340490410042001,School,Olive C Martin School,Lake Villa CCSD 41,ELEMENTARY,37.9,143.0,31.0,117.0
340490410042003,School,B J Hooper Elem School,Lake Villa CCSD 41,ELEMENTARY,50.4,206.0,37.0,151.0
340490410042004,School,William L Thompson School,Lake Villa CCSD 41,ELEMENTARY,44.5,149.0,37.0,124.0
340490460042001,School,Avon Center Elem School,Grayslake CCSD 46,ELEMENTARY,36.9,62.0,36.9,62.0
340490460042003,School,Woodview School,Grayslake CCSD 46,ELEMENTARY,51.2,86.0,42.9,72.0
340490460042004,School,Meadowview School,Grayslake CCSD 46,ELEMENTARY,66.7,86.0,64.3,83.0
340490460042005,School,Frederick School,Grayslake CCSD 46,ELEMENTARY,45.0,298.0,39.2,260.0
340490460042006,School,Prairieview School,Grayslake CCSD 46,ELEMENTARY,45.1,69.0,51.3,78.0
340490460042007,School,Park East School,Grayslake CCSD 46,ELEMENTARY,39.7,60.0,47.7,72.0
340490500042003,School,Woodland Intermediate Sch,Woodland CCSD 50,ELEMENTARY,33.4,449.0,30.5,409.0
340490500042005,School,Woodland Primary School,Woodland CCSD 50,ELEMENTARY,,,,
340490500042006,School,Woodland Elementary,Woodland CCSD 50,ELEMENTARY,42.1,162.0,47.5,183.0
340490560022001,School,Prairie Trail School,Gurnee SD 56,ELEMENTARY,23.0,112.0,20.1,98.0
340490560022002,School,Spaulding Elementary School,Gurnee SD 56,ELEMENTARY,,,,
340490560022003,School,River Trail School,Gurnee SD 56,ELEMENTARY,28.3,97.0,21.6,74.0
340490600262004,School,Carman-Buckner Elem School,Waukegan CUSD 60,ELEMENTARY,6.8,19.0,4.7,13.0
340490600262005,School,John S Clark Elem School,Waukegan CUSD 60,ELEMENTARY,38.2,42.0,37.3,41.0
340490600262006,School,Andrew Cooke Magnet Elem School,Waukegan CUSD 60,ELEMENTARY,32.8,80.0,34.7,81.0
340490600262007,School,Clearview Elem School,Waukegan CUSD 60,ELEMENTARY,16.2,40.0,14.2,35.0
340490600262008,School,Glen Flora Elem School,Waukegan CUSD 60,ELEMENTARY,35.5,83.0,36.1,84.0
340490600262009,School,Glenwood Elementary School,Waukegan CUSD 60,ELEMENTARY,16.3,57.0,17.1,60.0
340490600262010,School,Greenwood Elem School,Waukegan CUSD 60,ELEMENTARY,33.1,45.0,26.5,36.0
340490600262011,School,Hyde Park Elem School,Waukegan CUSD 60,ELEMENTARY,16.8,25.0,19.6,29.0
340490600262013,School,Little Fort Elem School,Waukegan CUSD 60,ELEMENTARY,28.3,79.0,41.1,115.0
340490600262014,School,Lyon Magnet Elementary School,Waukegan CUSD 60,ELEMENTARY,14.6,37.0,20.9,53.0
340490600262015,School,H R McCall Elem School,Waukegan CUSD 60,ELEMENTARY,32.7,74.0,32.9,74.0
340490600262016,School,North Elem School,Waukegan CUSD 60,ELEMENTARY,18.5,41.0,11.3,25.0
340490600262017,School,Oakdale Elem School,Waukegan CUSD 60,ELEMENTARY,18.0,46.0,10.2,26.0
340490600262018,School,Washington Elem School,Waukegan CUSD 60,ELEMENTARY,13.9,38.0,15.1,41.0
340490600262021,School,Whittier Elem School,Waukegan CUSD 60,ELEMENTARY,17.2,48.0,15.1,42.0
340490650022006,School,Lake Bluff Elem Sch,Lake Bluff ESD 65,ELEMENTARY,56.5,166.0,52.7,155.0
340490670052001,School,Cherokee Elem School,Lake Forest SD 67,ELEMENTARY,66.4,89.0,79.1,106.0
340490670052004,School,Everett Elem School,Lake Forest SD 67,ELEMENTARY,51.4,65.0,72.8,92.0
340490670052005,School,Sheridan Elem School,Lake Forest SD 67,ELEMENTARY,57.1,52.0,59.8,54.0
340490670052007,School,Deer Path Middle Sch East,Lake Forest SD 67,ELEMENTARY,59.7,228.0,54.2,207.0
340490680022001,School,Oak Grove Elem School,Oak Grove SD 68 Green Oaks,ELEMENTARY,71.6,457.0,66.9,427.0
340490700022002,School,Butterfield School,Libertyville SD 70,ELEMENTARY,72.2,182.0,69.4,175.0
340490700022004,School,Copeland Manor Elem School,Libertyville SD 70,ELEMENTARY,81.5,167.0,75.1,154.0
340490700022006,School,Rockland Elem School,Libertyville SD 70,ELEMENTARY,74.8,110.0,70.7,104.0
340490700022007,School,Adler Park School,Libertyville SD 70,ELEMENTARY,75.0,102.0,72.8,99.0
340490720022001,School,Rondout Elem School,Rondout SD 72,ELEMENTARY,64.1,59.0,47.8,44.0
340490730042001,School,Hawthorn Middle School North,Hawthorn CCSD 73,ELEMENTARY,58.8,407.0,54.8,379.0
340490730042002,School,Hawthorn Elem School North,Hawthorn CCSD 73,ELEMENTARY,46.3,137.0,49.3,145.0
340490730042004,School,Hawthorn Elem School South,Hawthorn CCSD 73,ELEMENTARY,56.9,207.0,58.2,212.0
340490730042006,School,Hawthorn Townline Elem Sch,Hawthorn CCSD 73,ELEMENTARY,52.0,104.0,54.0,108.0
340490730042007,School,Hawthorn Aspen Elem School,Hawthorn CCSD 73,ELEMENTARY,61.0,136.0,56.3,125.0
340490730042008,School,Hawthorn Sch of Dual Language,Hawthorn CCSD 73,ELEMENTARY,39.4,76.0,30.6,59.0
340490750022003,School,Mechanics Grove Elem School,Mundelein ESD 75,ELEMENTARY,37.5,206.0,30.6,168.0
340490750022005,School,Washington Elem School,Mundelein ESD 75,ELEMENTARY,,,,
340490760022003,School,West Oak Intermediate School,Diamond Lake SD 76,ELEMENTARY,29.2,57.0,11.8,23.0
340490760022004,School,Diamond Lake School,Diamond Lake SD 76,ELEMENTARY,,,,
340490790022001,School,Fremont Elem School,Fremont SD 79,ELEMENTARY,,,,
340490790022002,School,Fremont Intermediate School,Fremont SD 79,ELEMENTARY,48.9,358.0,43.4,317.0
340490950262003,School,Seth Paine Elem School,Lake Zurich CUSD 95,ELEMENTARY,50.2,106.0,41.2,87.0
340490950262005,School,May Whitney Elem School,Lake Zurich CUSD 95,ELEMENTARY,44.2,111.0,54.6,137.0
340490950262006,School,Sarah Adams Elementary School,Lake Zurich CUSD 95,ELEMENTARY,62.0,116.0,57.8,108.0
340490950262007,School,Isaac Fox Elementary School,Lake Zurich CUSD 95,ELEMENTARY,50.5,151.0,58.4,174.0
340490950262008,School,Spencer Loomis Elementary School,Lake Zurich CUSD 95,ELEMENTARY,54.0,155.0,60.8,174.0
340490960042002,School,Willow Grove Early Learning Center,Kildeer Countryside CCSD 96,ELEMENTARY,,,,
340490960042003,School,Kildeer Countryside Elem School,Kildeer Countryside CCSD 96,ELEMENTARY,68.9,239.0,75.7,265.0
340490960042004,School,Prairie Elementary School,Kildeer Countryside CCSD 96,ELEMENTARY,73.2,202.0,79.0,218.0
340490960042005,School,Country Meadows Elem School,Kildeer Countryside CCSD 96,ELEMENTARY,57.3,133.0,66.5,155.0
340490960042006,School,Ivy Hall Elementary School,Kildeer Countryside CCSD 96,ELEMENTARY,72.6,191.0,77.2,203.0
340491020042002,School,Earl Pritchett School,Aptakisic-Tripp CCSD 102,ELEMENTARY,68.9,73.0,75.5,80.0
340491020042003,School,Tripp School,Aptakisic-Tripp CCSD 102,ELEMENTARY,60.6,83.0,78.8,108.0
340491020042005,School,Meridian School,Aptakisic-Tripp CCSD 102,ELEMENTARY,66.1,366.0,65.3,361.0
340491030022002,School,Laura B Sprague School,Lincolnshire-Prairieview SD 103,ELEMENTARY,,,,
340491030022003,School,Half Day School,Lincolnshire-Prairieview SD 103,ELEMENTARY,73.9,455.0,75.0,462.0
340491060022001,School,Bannockburn School,Bannockburn SD 106,ELEMENTARY,81.8,81.0,69.7,69.0
340491090022003,School,Kipling Elem School,Deerfield SD 109,ELEMENTARY,77.0,188.0,73.4,179.0
340491090022006,School,Walden Elem School,Deerfield SD 109,ELEMENTARY,81.0,196.0,78.5,190.0
340491090022007,School,Wilmot Elem School,Deerfield SD 109,ELEMENTARY,75.7,193.0,69.8,178.0
340491090022008,School,South Park Elem School,Deerfield SD 109,ELEMENTARY,75.7,159.0,81.0,170.0
340491120022002,School,Braeside Elem School,North Shore SD 112,ELEMENTARY,78.0,110.0,83.8,119.0
340491120022003,School,Indian Trail Elem School,North Shore SD 112,ELEMENTARY,66.4,148.0,65.0,145.0
340491120022004,School,Ravinia Elem School,North Shore SD 112,ELEMENTARY,71.5,93.0,67.4,87.0
340491120022005,School,Sherwood Elem School,North Shore SD 112,ELEMENTARY,48.4,90.0,54.0,101.0
340491120022006,School,Red Oak Elem School,North Shore SD 112,ELEMENTARY,37.1,43.0,40.2,47.0
340491120022007,School,Oak Terrace Elem School,North Shore SD 112,ELEMENTARY,43.7,100.0,40.6,93.0
340491120022008,School,Wayne Thomas Elem School,North Shore SD 112,ELEMENTARY,43.7,80.0,46.2,84.0
340491140022003,School,Lotus School,Fox Lake GSD 114,ELEMENTARY,30.7,43.0,25.7,36.0
340491160262001,School,Raymond Ellis Elem School,Round Lake CUSD 116,ELEMENTARY,21.7,80.0,14.7,54.0
340491160262002,School,Indian Hill Elem School,Round Lake CUSD 116,ELEMENTARY,22.9,68.0,12.9,38.0
340491160262004,School,Round Lake Beach Elem School,Round Lake CUSD 116,ELEMENTARY,15.2,46.0,12.8,39.0
340491160262005,School,W J Murphy Elem School,Round Lake CUSD 116,ELEMENTARY,15.9,50.0,14.6,46.0
340491160262006,School,Village Elementary School,Round Lake CUSD 116,ELEMENTARY,19.5,48.0,16.6,41.0
340491160262007,School,Pleviak Elem School,Round Lake CUSD 116,ELEMENTARY,,,,
340491180262001,School,Wauconda Grade School,Wauconda CUSD 118,ELEMENTARY,31.3,84.0,28.0,75.0
340491180262005,School,Robert Crown School,Wauconda CUSD 118,ELEMENTARY,39.7,186.0,40.0,187.0
340491180262007,School,Cotton Creek School,Wauconda CUSD 118,ELEMENTARY,40.0,138.0,34.8,120.0
340491870262002,School,Forrestal Elem School,North Chicago SD 187,ELEMENTARY,5.3,5.0,7.4,7.0
340491870262008,School,A J Katzenmaier Academy,North Chicago SD 187,ELEMENTARY,10.2,41.0,9.1,37.0
340491870262009,School,Evelyn Alexander School,North Chicago SD 187,ELEMENTARY,6.9,6.0,8.0,7.0
340492200262001,School,Countryside Elem School,Barrington CUSD 220,ELEMENTARY,61.2,120.0,54.1,106.0
340492200262002,School,Hough Street Elem School,Barrington CUSD 220,ELEMENTARY,64.8,94.0,60.0,87.0
340492200262003,School,Sunny Hill Elem School,Barrington CUSD 220,ELEMENTARY,19.8,35.0,18.6,33.0
340492200262004,School,Grove Avenue Elem School,Barrington CUSD 220,ELEMENTARY,75.3,232.0,70.2,217.0
340492200262005,School,North Barrington Elem School,Barrington CUSD 220,ELEMENTARY,70.0,210.0,58.7,176.0
340492200262006,School,Roslyn Road Elem School,Barrington CUSD 220,ELEMENTARY,72.2,143.0,56.6,112.0
340492200262007,School,Arnett C Lines Elem School,Barrington CUSD 220,ELEMENTARY,60.2,153.0,55.9,142.0
340492200262009,School,Barbara B Rose Elem School,Barrington CUSD 220,ELEMENTARY,66.8,153.0,69.0,158.0
340492200262010,School,Barrington Early Learning Center,Barrington CUSD 220,ELEMENTARY,,,,
350500010262001,School,Leland Elem School,Leland CUSD 1,ELEMENTARY,21.3,26.0,24.6,30.0
350500020262002,School,Harding Grade School,Serena CUSD 2,ELEMENTARY,14.3,6.0,21.4,9.0
350500020262004,School,Sheridan Elem School,Serena CUSD 2,ELEMENTARY,26.9,14.0,53.8,28.0
350500090262001,School,Earlville Elem School,Earlville CUSD 9,ELEMENTARY,41.8,71.0,29.4,50.0
350500175042001,School,Dimmick Comm Cons SD 175,Dimmick Community Consolidated SD #175,ELEMENTARY,51.7,60.0,39.7,46.0
350500440022001,School,Centennial Elem School,Streator ESD 44,ELEMENTARY,24.4,75.0,22.4,69.0
350500440022003,School,Kimes Elem School,Streator ESD 44,ELEMENTARY,,,,
350500650042001,School,Ransom Grade School,Allen-Otter Creek CCSD 65,ELEMENTARY,30.2,16.0,15.1,8.0
350500790042001,School,Tonica Grade School,Tonica CCSD 79,ELEMENTARY,20.7,23.0,13.5,15.0
350500820042001,School,Deer Park C C Elem School,Deer Park CCSD 82,ELEMENTARY,30.4,15.0,14.2,7.0
350500950042001,School,Grand Ridge School,Grand Ridge CCSD 95,ELEMENTARY,55.6,75.0,41.5,56.0
350501220022005,School,Northwest Elem School,La Salle ESD 122,ELEMENTARY,19.0,51.0,7.1,19.0
350501240022003,School,Northview Elem School,Peru ESD 124,ELEMENTARY,45.4,79.0,39.1,68.0
350501250022001,School,Washington Elem School,Oglesby ESD 125,ELEMENTARY,24.8,39.0,15.9,25.0
350501250022002,School,Lincoln Elem School,Oglesby ESD 125,ELEMENTARY,28.7,39.0,14.6,20.0
350501410022004,School,Jefferson Elem School,Ottawa ESD 141,ELEMENTARY,25.8,34.0,19.7,26.0
350501410022005,School,McKinley Elem School,Ottawa ESD 141,ELEMENTARY,35.4,51.0,27.1,39.0
350501410022006,School,Lincoln Elem School,Ottawa ESD 141,ELEMENTARY,39.3,55.0,39.3,55.0
350501410022009,School,Central Intermediate School,Ottawa ESD 141,ELEMENTARY,34.7,144.0,22.6,94.0
350501500022001,School,Marseilles Elementary School,Marseilles ESD 150,ELEMENTARY,19.5,66.0,18.9,64.0
350501700042001,School,Seneca Grade School North Campus,Seneca CCSD 170,ELEMENTARY,47.3,43.0,38.5,35.0
350501850042001,School,Waltham Elementary School,Waltham CCSD 185,ELEMENTARY,54.1,85.0,31.8,50.0
350501950042001,School,Wallace Elem School,Wallace CCSD 195,ELEMENTARY,52.3,113.0,42.1,91.0
350502100042001,School,Milton Pope Elem School,Miller Twp CCSD 210,ELEMENTARY,51.4,73.0,27.7,39.0
350502300042001,School,Rutland Elem School,Rutland CCSD 230,ELEMENTARY,37.5,18.0,33.3,16.0
350502890042002,School,Lincoln Elem School,Mendota CCSD 289,ELEMENTARY,33.0,75.0,22.9,52.0
350502890042003,School,Blackstone Elem School,Mendota CCSD 289,ELEMENTARY,,,,
350504250262001,School,Lostant Elem School,Lostant CUSD 425,ELEMENTARY,54.3,25.0,34.8,16.0
350590050262001,School,Henry-Senachwine Grade School,Henry-Senachwine CUSD 5,ELEMENTARY,31.8,75.0,18.3,43.0
350590070262001,School,Midland Elementary School,Midland CUSD 7,ELEMENTARY,43.0,37.0,45.3,39.0
350785350262004,School,Putnam County Elem School,Putnam County CUSD 535,ELEMENTARY,33.1,53.0,28.1,45.0
350785350262006,School,Putnam Co Primary Sch,Putnam County CUSD 535,ELEMENTARY,,,,
390550010262002,School,Argenta-Oreana Elementary School,Argenta-Oreana CUSD 1,ELEMENTARY,41.7,90.0,39.6,86.0
390550020262003,School,Maroa-Forsyth Grade School,Maroa Forsyth CUSD 2,ELEMENTARY,50.0,130.0,43.5,113.0
390550030262004,School,McGaughey Elem School,Mt Zion CUSD 3,ELEMENTARY,,,,
390550030262005,School,Mt Zion Elem School,Mt Zion CUSD 3,ELEMENTARY,38.2,66.0,54.9,95.0
390550030262006,School,Mt Zion Intermediate School,Mt Zion CUSD 3,ELEMENTARY,46.5,275.0,38.4,226.0
390550090262001,School,Sangamon Valley Primary School,Sangamon Valley CUSD 9,ELEMENTARY,,,,
390550090262002,School,Sangamon Valley Intermediate School,Sangamon Valley CUSD 9,ELEMENTARY,61.9,104.0,23.2,39.0
390550110262001,School,Warrensburg-Latham Elem Sch,Warrensburg-Latham CUSD 11,ELEMENTARY,56.6,125.0,42.1,93.0
390550150262001,School,Meridian Elem School,Meridian CUSD 15,ELEMENTARY,31.0,72.0,26.4,61.0
390550610252004,School,Dennis Elem School,Decatur SD 61,ELEMENTARY,23.3,74.0,10.1,32.0
390550610252005,School,Durfee Magnet Elementary,Decatur SD 61,ELEMENTARY,3.9,7.0,0.6,1.0
390550610252007,School,Enterprise Elem School,Decatur SD 61,ELEMENTARY,9.1,10.0,2.7,3.0
390550610252009,School,Benjamin Franklin Elem School,Decatur SD 61,ELEMENTARY,11.3,13.0,5.2,6.0
390550610252010,School,Mary W French Academy,Decatur SD 61,ELEMENTARY,5.5,9.0,3.7,6.0
390550610252011,School,Garfield Montessori School,Decatur SD 61,ELEMENTARY,33.2,63.0,12.6,24.0
390550610252014,School,William Harris Elem School,Decatur SD 61,ELEMENTARY,3.6,4.0,2.7,3.0
390550610252016,School,Muffley Elem School,Decatur SD 61,ELEMENTARY,9.4,19.0,1.5,3.0
